tipu,esta,muni,dess,ptda,msnm,lati,logi,temp,temp_min,temp_max,hrel,vent,vent_dir,vent_max,prec,prec_mes,prec_int_h,data_ini
soci,c32m083e19,Xixona,Pou de Neu el Surdo,,1.105,38.60950700,-0.47224560,"15,0","10,2","17,2","65,0","3,2",OSO,"29,0","0,0","8,6","0,0",23/09/2025 13:47
soci,c32m083e22,Xixona,Rac&oacute; de Vivens. Pou Madronyal,,921,38.58500000,-0.54861100,"18,2","12,3","19,3","43,0","3,2",N,"22,5","0,0","7,0","0,0",23/09/2025 13:51
soci,c32m083e20,Xixona,Rambla de La Sarga,,769,38.65000000,-0.46800000,"19,0","7,7","20,9","54,0","0,0",E,"13,0","0,0","31,2","0,0",23/09/2025 13:50
soci,c32m083e15,Xixona,Segorb Barranc Blanc,,360,38.52010700,-0.50385900,"21,4","16,9","23,3","59,0","6,1",SE,"36,7","0,0","2,5","0,0",23/09/2025 13:50
soci,c32m083e13,Xixona,Zona Alta,,490,38.54216700,-0.50790300,"20,9","16,2","22,8","55,0","3,5",SSE,"20,1","0,0","4,1","0,0",23/09/2025 13:50
soci,c33m059e04,Crevillent,,el Realengo,6,38.20042900,-0.80190900,"26,8","19,2","26,8","47,0","11,3",SE,"24,1",,,"0,0",23/09/2025 13:40
soci,c33m059e06,Crevillent,,San Felipe Neri,4,38.17732600,-0.79748100,"25,7","18,5","26,2","53,0","9,7",E,"17,7","0,0","8,6","0,0",23/09/2025 13:54
soci,c33m059e07,Crevillent,centre,,125,38.24705500,-0.80999100,"24,9","19,7","25,2","57,0","4,8",ESE,"22,5","0,0","2,8","0,0",23/09/2025 13:50
soci,c33m059e05,Crevillent,Cim de la Vella,,838,38.27807000,-0.85820900,"19,4","13,8","20,6","56,0","14,5",SSO,"29,0","0,0",,"0,0",23/09/2025 13:50
soci,c33m065e17,Elx, CEIP Antonio Machado,Torrellano,61,38.29054080,-0.58570400,"25,0","20,1","25,3","54,0","12,9",ESE,"24,1","0,0","0,6","0,0",23/09/2025 13:54
soci,c33m065e18,Elx, Ermita Vella,Vallverda,21,38.24445700,-0.58250500,"25,8","19,4","26,6","50,0","1,6",E,"20,9","0,0","0,6","0,0",23/09/2025 13:53
avmt,c33m065e24,Elx,PN El Fondo,,3,38.17299700,-0.71141600,"26,3","19,9","26,5","48,0","12,9",E,"30,6","0,0","3,6","0,0",23/09/2025 13:55
soci,c33m065e23,Elx,UMH - Lab. F&iacute;sica Aplicada,,96,38.27858990,-0.68785794,"25,5","19,1","26,5","47,0","1,6",SE,"20,9","0,0","1,2","0,0",23/09/2025 13:48
soci,c33m121e05,Santa Pola,,,18,38.19175840,-0.55325870,"25,3","21,1","25,3","55,0","14,5",SE,"33,8","0,0","0,8","0,0",23/09/2025 13:54
soci,c33m121e06,Santa Pola,Urb. Gran Alacant,,112,38.22752800,-0.52291700,"23,7","20,3","24,0","63,0","17,7",E,"35,4","0,0","0,2","0,0",23/09/2025 13:54
soci,c34m005e01,Albatera,,,15,38.17861100,-0.86805600,"25,3","19,3","25,9",,"1,6",N,"20,9","0,3","9,4","0,0",23/09/2025 13:50
soci,c34m015e03,Almorad&iacute; ,centro,,12,38.10970000,-0.78950000,"26,3","20,4","26,6","52,0","4,8",ENE,"22,5",,,"0,0",23/09/2025 13:50
soci,c34m015e04,Almorad&iacute; ,Los Gomares,,7,38.11361100,-0.79777800,"26,4","19,6","26,6","51,0",,,,"0,0","3,1","0,0",23/09/2025 13:50
soci,c34m044e02,Bigastro,Lo Chusco,,52,38.05871618,-0.90078592,"25,1","19,8","25,5","48,0","1,1",ENE,"34,9","0,0","3,6","0,0",23/09/2025 13:50
soci,c34m058e02,Cox,centro,,21,38.14111100,-0.88777800,"25,2","20,3","25,7",,"8,0",NO,"16,1","0,0","32,0","0,0",23/09/2025 13:50
soci,c34m076e07,Guardamar del Segura,,,15,38.09022920,-0.65556250,"24,6","20,6","24,7","56,0","14,8",ENE,"32,3","0,0","0,2","0,0",23/09/2025 13:55
soci,c34m099e16,Orihuela,Arneva,,39,38.05416700,-0.94055600,"25,9","20,1","25,9",,"0,0",E,"13,0","0,0","3,1","0,0",23/09/2025 13:50
soci,c34m099e06,Orihuela,centro,,50,38.08000000,-0.94610000,"25,6","20,1","26,4","49,0","2,1",ENE,"31,4","0,0","1,5","0,0",23/09/2025 13:50
soci,c34m099e25,Orihuela,IES Th&aacute;der,,23,38.07622200,-0.95044500,"25,6","19,6","26,1","50,0","5,0",S,"22,0","0,0","1,0","0,0",23/09/2025 13:50
soci,c34m099e27,Orihuela,Lo Capit&aacute;n/los Can&oacute;nigos,,166,37.99472000,-0.94133700,"25,2","20,1","26,9","51,0","1,6",ESE,"24,1","0,0",,"0,0",23/09/2025 13:50
soci,c34m902e05,Pilar de la Horadada ,,Torre de la Horadada,9,37.86986400,-0.75878900,"24,9","21,4","25,1","61,0","9,0",E,"25,7","0,0","0,0","0,0",23/09/2025 13:55
soci,c34m902e03,Pilar de la Horadada ,Ayuntamiento,,29,37.86481500,-0.78773600,"24,3","20,8","24,6","59,0","18,0",NE,"33,8","0,0","0,0","0,0",23/09/2025 13:55
avmt,c34m902e02,Pilar de la Horadada ,Pinar de Campoverde,,163,37.91000300,-0.84297900,"23,2","19,4","23,7","63,0","12,9",E,"25,7","0,0","1,2","0,0",23/09/2025 13:55
soci,c34m902e06,Pilar de la Horadada ,Polic&iacute;a Local,,23,37.85783230,-0.79150003,"24,8","21,2","24,8","56,0","14,9",E,"30,5","0,0","0,2","0,0",23/09/2025 13:50
soci,c34m111e02,Redov&aacute;n,San Carlos,,61,38.13702500,-0.92797100,"25,3","19,9","25,3","54,0","6,4",SSO,"19,3","0,0",,"0,0",23/09/2025 13:50
soci,c34m113e04,Rojales,Ciudad Quesada,,40,38.06138900,-0.70805600,"25,2","20,4","25,3","57,0",,,,"0,0","3,8","0,0",23/09/2025 13:50
soci,c34m118e01,San Fulgencio,Urb. La Marina,,47,38.13583300,-0.68638900,"24,8","19,8","24,8","57,0",,,,,,"0,0",23/09/2025 13:50
soci,c34m133e09,Torrevieja,<img class='mxlogis' alt='ICV' src='https://www.avamet.org/fotos/logis/logo-icv2.png'>,,2,37.97603410,-0.68065460,"25,4","21,2","25,4","54,0","6,4",SE,"27,4","0,2","0,0","0,0",23/09/2025 13:47
soci,c99m044e01,Alcal&aacute; de la Selva,,Virgen de la Vega,1.392,40.36011500,-0.69788300,"13,3","-0,9","13,5",,,,,,,"0,0",23/09/2025 13:40
soci,c99m044e28,Ari&ntilde;o,,,478,41.02593400,-0.58766800,"17,8","6,1","18,3","48,0","15,8",NNO,"38,5","0,0","0,0","0,0",23/09/2025 13:50
soci,c99m044e23,Bronchales,,,1.596,40.51116500,-1.58874800,"11,0","2,2","11,1","53,0","16,1",ONO,"30,6","0,0","0,2","0,0",23/09/2025 13:55
soci,c99m044e27,Bue&ntilde;a,,,1.213,40.70848700,-1.26723300,"12,4","3,2","12,4","51,0","4,8",SO,"22,5","0,0","7,0","0,0",23/09/2025 13:54
soci,c99m044e31,Fuentes Claras,VOR,,930,40.86508430,-1.30510530,"14,6","2,5","14,7","44,0","20,9",NNO,"41,8","0,0","6,4","0,0",23/09/2025 13:50
soci,c99m044e25,Griegos,,,1.604,40.42760415,-1.71336001,"11,9","-0,4","11,9",,"6,4",O,"20,9","0,0","1,6","0,0",23/09/2025 13:41
soci,c99m044e22,Monteagudo del Castillo,El Portero,,1.489,40.41531100,-0.75643300,"10,8","-7,0","11,3","56,0",,,,,,"0,0",23/09/2025 13:55
soci,c99m044e29,Mosqueruela,,,1.476,40.36073850,-0.44871091,"11,2","4,3","11,9","54,0","17,0",N,"30,0","0,0",,"0,0",23/09/2025 13:55
soci,c99m044e30,Mosqueruela,Ermita de San Antonio,,1.533,40.36130600,-0.44091700,"10,0","3,6","10,6","54,0","19,0",NNO,"51,0","0,0","16,7","0,0",23/09/2025 13:55
soci,c99m004e01,N&iacute;jar, Cabo de Gata,San Jos&eacute;,35,36.75895100,-2.10992200,"24,8","21,6","25,1","65,0","23,4",OSO,"48,0","0,0","0,2","0,0",23/09/2025 13:50
soci,c99m044e19,Rubiales,,,1.189,40.27641500,-1.27117700,"13,7","3,2","13,7","49,0","6,4",O,"25,7","0,0","1,8","0,0",23/09/2025 13:53
soci,c99m044e26,Rubielos de Mora,,,932,40.19040540,-0.65076860,"15,7","6,7","15,8","43,0","9,7",NO,"32,2","0,0","30,6","0,0",23/09/2025 13:49
soci,c99m044e21,Torremocha del Jiloca,,,994,40.59443200,-1.29545800,"14,7","2,7","14,7","50,0","14,5",NO,"43,5","0,0","22,6","0,0",23/09/2025 13:52
soci,c99m016e25,Villanueva de la Jara,,Ribera de San Benito,690,39.43236100,-2.08513900,"20,3","6,6","20,3","30,0","10,4",NO,"20,5","0,0","0,4","0,0",23/09/2025 13:45
